Variable Name,Original Order,Event Wording,Actor,A#,Behavior,B#,Object,O#,Impression (I) or Sentiment (S)?,Event Number,A/B/O/I Rated?,E/P/A Rated?
e53ap,983,GRANDPARENT_escaping_gunman_IA2P,grandparent,i31,escaping,b7,gunman,i38,i,53,a,p
e53aa,984,GRANDPARENT_escaping_gunman_IA3A,grandparent,i31,escaping,b7,gunman,i38,i,53,a,a
e53be,1204,grandparent_ESCAPING_gunman_IB1E,grandparent,i31,escaping,b7,gunman,i38,i,53,b,e
e53bp,1205,grandparent_ESCAPING_gunman_IB2P,grandparent,i31,escaping,b7,gunman,i38,i,53,b,p
e53ba,1206,grandparent_ESCAPING_gunman_IB3A,grandparent,i31,escaping,b7,gunman,i38,i,53,b,a
e53oe,1426,grandparent_escaping_GUNMAN_IO1E,grandparent,i31,escaping,b7,gunman,i38,i,53,o,e
e53op,1427,grandparent_escaping_GUNMAN_IO2P,grandparent,i31,escaping,b7,gunman,i38,i,53,o,p
e53oa,1428,grandparent_escaping_GUNMAN_IO3A,grandparent,i31,escaping,b7,gunman,i38,i,53,o,a
e54ae,973,GRANDPARENT_scolding_champion_IA1E,grandparent,i31,scolding,b12,champion,i24,i,54,a,e
e54ap,974,GRANDPARENT_scolding_champion_IA2P,grandparent,i31,scolding,b12,champion,i24,i,54,a,p
e54aa,975,GRANDPARENT_scolding_champion_IA3A,grandparent,i31,scolding,b12,champion,i24,i,54,a,a
e54be,1195,grandparent_SCOLDING_champion_IB1E,grandparent,i31,scolding,b12,champion,i24,i,54,b,e
e54bp,1196,grandparent_SCOLDING_champion_IB2P,grandparent,i31,scolding,b12,champion,i24,i,54,b,p
e54ba,1197,grandparent_SCOLDING_champion_IB3A,grandparent,i31,scolding,b12,champion,i24,i,54,b,a
e54oe,1417,grandparent_scolding_CHAMPION_IO1E,grandparent,i31,scolding,b12,champion,i24,i,54,o,e
e54op,1418,grandparent_scolding_CHAMPION_IO2P,grandparent,i31,scolding,b12,champion,i24,i,54,o,p
e54oa,1419,grandparent_scolding_CHAMPION_IO3A,grandparent,i31,scolding,b12,champion,i24,i,54,o,a
e55ae,91,GUNMAN_chatting_up_gangster_IA1E,gunman,i38,chatting up,b2,gangster,i33,i,55,a,e
e55ap,92,GUNMAN_chatting_up_gangster_IA2P,gunman,i38,chatting up,b2,gangster,i33,i,55,a,p
e55aa,93,GUNMAN_chatting_up_gangster_IA3A,gunman,i38,chatting up,b2,gangster,i33,i,55,a,a
e55be,313,gunman_CHATTING_UP_gangster_IB1E,gunman,i38,chatting up,b2,gangster,i33,i,55,b,e
e55bp,314,gunman_CHATTING_UP_gangster_IB2P,gunman,i38,chatting up,b2,gangster,i33,i,55,b,p
e55ba,315,gunman_CHATTING_UP_gangster_IB3A,gunman,i38,chatting up,b2,gangster,i33,i,55,b,a
e55oe,535,gunman_chatting_up_GANGSTER_IO1E,gunman,i38,chatting up,b2,gangster,i33,i,55,o,e
e55op,536,gunman_chatting_up_GANGSTER_IO2P,gunman,i38,chatting up,b2,gangster,i33,i,55,o,p
e55oa,537,gunman_chatting_up_GANGSTER_IO3A,gunman,i38,chatting up,b2,gangster,i33,i,55,o,a
e56ae,28,HEROINE_confining_serial_murderer_IA1E,heroine,i13,confining,b20,serial murderer,i39,i,56,a,e
e56ap,29,HEROINE_confining_serial_murderer_IA2P,heroine,i13,confining,b20,serial murderer,i39,i,56,a,p
e56aa,30,HEROINE_confining_serial_murderer_IA3A,heroine,i13,confining,b20,serial murderer,i39,i,56,a,a
e56be,250,heroine_CONFINING_serial_murderer_IB1E,heroine,i13,confining,b20,serial murderer,i39,i,56,b,e
e56bp,251,heroine_CONFINING_serial_murderer_IB2P,heroine,i13,confining,b20,serial murderer,i39,i,56,b,p
e56ba,252,heroine_CONFINING_serial_murderer_IB3A,heroine,i13,confining,b20,serial murderer,i39,i,56,b,a
e56oe,472,heroine_confining_SERIAL_MURDERER_IO1E,heroine,i13,confining,b20,serial murderer,i39,i,56,o,e
e56op,473,heroine_confining_SERIAL_MURDERER_IO2P,heroine,i13,confining,b20,serial murderer,i39,i,56,o,p
e56oa,474,heroine_confining_SERIAL_MURDERER_IO3A,heroine,i13,confining,b20,serial murderer,i39,i,56,o,a
e57oe,13,heroine_following_MURDERER_IO1E,heroine,i13,following,b24,murderer,i34,i,57,o,e
e57op,14,heroine_following_MURDERER_IO2P,heroine,i13,following,b24,murderer,i34,i,57,o,p
e57oa,15,heroine_following_MURDERER_IO3A,heroine,i13,following,b24,murderer,i34,i,57,o,a
e57ae,1342,HEROINE_following_murderer_IA1E,heroine,i13,following,b24,murderer,i34,i,57,a,e
e57ap,1343,HEROINE_following_murderer_IA2P,heroine,i13,following,b24,murderer,i34,i,57,a,p
e57aa,1344,HEROINE_following_murderer_IA3A,heroine,i13,following,b24,murderer,i34,i,57,a,a
e57be,1564,heroine_FOLLOWING_murderer_IB1E,heroine,i13,following,b24,murderer,i34,i,57,b,e
e57bp,1565,heroine_FOLLOWING_murderer_IB2P,heroine,i13,following,b24,murderer,i34,i,57,b,p
e57ba,1566,heroine_FOLLOWING_murderer_IB3A,heroine,i13,following,b24,murderer,i34,i,57,b,a
e58ae,1162,HOTHEAD_following_lunatic_IA1E,hothead,i17,following,b24,lunatic,i23,i,58,a,e
e58ap,1163,HOTHEAD_following_lunatic_IA2P,hothead,i17,following,b24,lunatic,i23,i,58,a,p
e58aa,1164,HOTHEAD_following_lunatic_IA3A,hothead,i17,following,b24,lunatic,i23,i,58,a,a
e58be,1384,hothead_FOLLOWING_lunatic_IB1E,hothead,i17,following,b24,lunatic,i23,i,58,b,e
e58bp,1385,hothead_FOLLOWING_lunatic_IB2P,hothead,i17,following,b24,lunatic,i23,i,58,b,p
e58ba,1386,hothead_FOLLOWING_lunatic_IB3A,hothead,i17,following,b24,lunatic,i23,i,58,b,a
e58oe,1606,hothead_following_LUNATIC_IO1E,hothead,i17,following,b24,lunatic,i23,i,58,o,e
e58op,1607,hothead_following_LUNATIC_IO2P,hothead,i17,following,b24,lunatic,i23,i,58,o,p
e58oa,1608,hothead_following_LUNATIC_IO3A,hothead,i17,following,b24,lunatic,i23,i,58,o,a
e59ae,496,HOTHEAD_obeying_serial_murderer_IA1E,hothead,i17,obeying,b30,serial murderer,i39,i,59,a,e
e59ap,497,HOTHEAD_obeying_serial_murderer_IA2P,hothead,i17,obeying,b30,serial murderer,i39,i,59,a,p
e59aa,498,HOTHEAD_obeying_serial_murderer_IA3A,hothead,i17,obeying,b30,serial murderer,i39,i,59,a,a
e59be,718,hothead_OBEYING_serial_murderer_IB1E,hothead,i17,obeying,b30,serial murderer,i39,i,59,b,e
e59bp,719,hothead_OBEYING_serial_murderer_IB2P,hothead,i17,obeying,b30,serial murderer,i39,i,59,b,p
e59ba,720,hothead_OBEYING_serial_murderer_IB3A,hothead,i17,obeying,b30,serial murderer,i39,i,59,b,a
e59oe,940,hothead_obeying_SERIAL_MURDERER_IO1E,hothead,i17,obeying,b30,serial murderer,i39,i,59,o,e
e59op,941,hothead_obeying_SERIAL_MURDERER_IO2P,hothead,i17,obeying,b30,serial murderer,i39,i,59,o,p
e59oa,942,hothead_obeying_SERIAL_MURDERER_IO3A,hothead,i17,obeying,b30,serial murderer,i39,i,59,o,a
e60be,16,innocent_ENTERTAINING_psychotic_IB1E,innocent,i43,entertaining,b33,psychotic,i29,i,60,b,e
e60bp,17,innocent_ENTERTAINING_psychotic_IB2P,innocent,i43,entertaining,b33,psychotic,i29,i,60,b,p
e60ba,18,innocent_ENTERTAINING_psychotic_IB3A,innocent,i43,entertaining,b33,psychotic,i29,i,60,b,a
e60oe,238,innocent_entertaining_PSYCHOTIC_IO1E,innocent,i43,entertaining,b33,psychotic,i29,i,60,o,e
e60op,239,innocent_entertaining_PSYCHOTIC_IO2P,innocent,i43,entertaining,b33,psychotic,i29,i,60,o,p
e60oa,240,innocent_entertaining_PSYCHOTIC_IO3A,innocent,i43,entertaining,b33,psychotic,i29,i,60,o,a
e60ae,1567,INNOCENT_entertaining_psychotic_IA1E,innocent,i43,entertaining,b33,psychotic,i29,i,60,a,e
e60ap,1568,INNOCENT_entertaining_psychotic_IA2P,innocent,i43,entertaining,b33,psychotic,i29,i,60,a,p
e60aa,1569,INNOCENT_entertaining_psychotic_IA3A,innocent,i43,entertaining,b33,psychotic,i29,i,60,a,a
e61ae,478,INNOCENT_pinching_murderer_IA1E,innocent,i43,pinching,b17,murderer,i34,i,61,a,e
e61ap,479,INNOCENT_pinching_murderer_IA2P,innocent,i43,pinching,b17,murderer,i34,i,61,a,p
e61aa,480,INNOCENT_pinching_murderer_IA3A,innocent,i43,pinching,b17,murderer,i34,i,61,a,a
e61be,700,innocent_PINCHING_murderer_IB1E,innocent,i43,pinching,b17,murderer,i34,i,61,b,e
e61bp,701,innocent_PINCHING_murderer_IB2P,innocent,i43,pinching,b17,murderer,i34,i,61,b,p
e61ba,702,innocent_PINCHING_murderer_IB3A,innocent,i43,pinching,b17,murderer,i34,i,61,b,a
e61oe,922,innocent_pinching_MURDERER_IO1E,innocent,i43,pinching,b17,murderer,i34,i,61,o,e
e61op,923,innocent_pinching_MURDERER_IO2P,innocent,i43,pinching,b17,murderer,i34,i,61,o,p
e61oa,924,innocent_pinching_MURDERER_IO3A,innocent,i43,pinching,b17,murderer,i34,i,61,o,a
e62be,7,interviewee_SURPRISING_old_timer_IB1E,interviewee,i3,surprising,b10,old timer,i9,i,62,b,e
e62bp,8,interviewee_SURPRISING_old_timer_IB2P,interviewee,i3,surprising,b10,old timer,i9,i,62,b,p
e62ba,9,interviewee_SURPRISING_old_timer_IB3A,interviewee,i3,surprising,b10,old timer,i9,i,62,b,a
e62oe,229,interviewee_surprising_OLD_TIMER_IO1E,interviewee,i3,surprising,b10,old timer,i9,i,62,o,e
e62op,230,interviewee_surprising_OLD_TIMER_IO2P,interviewee,i3,surprising,b10,old timer,i9,i,62,o,p
e62oa,231,interviewee_surprising_OLD_TIMER_IO3A,interviewee,i3,surprising,b10,old timer,i9,i,62,o,a
e62ae,1558,INTERVIEWEE_surprising_old_timer_IA1E,interviewee,i3,surprising,b10,old timer,i9,i,62,a,e
e62ap,1559,INTERVIEWEE_surprising_old_timer_IA2P,interviewee,i3,surprising,b10,old timer,i9,i,62,a,p
e62aa,1560,INTERVIEWEE_surprising_old_timer_IA3A,interviewee,i3,surprising,b10,old timer,i9,i,62,a,a
e63ae,100,LADY_KILLER_lusting_for_child_IA1E,lady killer,i44,lusting for,b15,child,i14,i,63,a,e
e63ap,101,LADY_KILLER_lusting_for_child_IA2P,lady killer,i44,lusting for,b15,child,i14,i,63,a,p
e63aa,102,LADY_KILLER_lusting_for_child_IA3A,lady killer,i44,lusting for,b15,child,i14,i,63,a,a
e63be,322,lady_killer_LUSTING_FOR_child_IB1E,lady killer,i44,lusting for,b15,child,i14,i,63,b,e
e63bp,323,lady_killer_LUSTING_FOR_child_IB2P,lady killer,i44,lusting for,b15,child,i14,i,63,b,p
e63ba,324,lady_killer_LUSTING_FOR_child_IB3A,lady killer,i44,lusting for,b15,child,i14,i,63,b,a
e63oe,544,lady_killer_lusting_for_CHILD_IO1E,lady killer,i44,lusting for,b15,child,i14,i,63,o,e
e63op,545,lady_killer_lusting_for_CHILD_IO2P,lady killer,i44,lusting for,b15,child,i14,i,63,o,p
e63oa,546,lady_killer_lusting_for_CHILD_IO3A,lady killer,i44,lusting for,b15,child,i14,i,63,o,a
e64oe,85,lady_killer_snuggling_TEENAGER_IO1E,lady killer,i44,snuggling,b29,teenager,i20,i,64,o,e
e64op,86,lady_killer_snuggling_TEENAGER_IO2P,lady killer,i44,snuggling,b29,teenager,i20,i,64,o,p
e64oa,87,lady_killer_snuggling_TEENAGER_IO3A,lady killer,i44,snuggling,b29,teenager,i20,i,64,o,a
e64ae,1414,LADY_KILLER_snuggling_teenager_IA1E,lady killer,i44,snuggling,b29,teenager,i20,i,64,a,e
e64ap,1415,LADY_KILLER_snuggling_teenager_IA2P,lady killer,i44,snuggling,b29,teenager,i20,i,64,a,p
e64aa,1416,LADY_KILLER_snuggling_teenager_IA3A,lady killer,i44,snuggling,b29,teenager,i20,i,64,a,a
e64be,1636,lady_killer_SNUGGLING_teenager_IB1E,lady killer,i44,snuggling,b29,teenager,i20,i,64,b,e
e64bp,1637,lady_killer_SNUGGLING_teenager_IB2P,lady killer,i44,snuggling,b29,teenager,i20,i,64,b,p
e64ba,1638,lady_killer_SNUGGLING_teenager_IB3A,lady killer,i44,snuggling,b29,teenager,i20,i,64,b,a
e65ae,1234,LOAFER_comforting_unemployed_person_IA1E,loafer,i6,comforting,b14,unemployed person,i12,i,65,a,e
e65ap,1235,LOAFER_comforting_unemployed_person_IA2P,loafer,i6,comforting,b14,unemployed person,i12,i,65,a,p
e65aa,1236,LOAFER_comforting_unemployed_person_IA3A,loafer,i6,comforting,b14,unemployed person,i12,i,65,a,a
e65be,1456,loafer_COMFORTING_unemployed_person_IB1E,loafer,i6,comforting,b14,unemployed person,i12,i,65,b,e
e65bp,1457,loafer_COMFORTING_unemployed_person_IB2P,loafer,i6,comforting,b14,unemployed person,i12,i,65,b,p
e65ba,1458,loafer_COMFORTING_unemployed_person_IB3A,loafer,i6,comforting,b14,unemployed person,i12,i,65,b,a
e65oe,1678,loafer_comforting_UNEMPLOYED_PERSON_IO1E,loafer,i6,comforting,b14,unemployed person,i12,i,65,o,e
e65op,1679,loafer_comforting_UNEMPLOYED_PERSON_IO2P,loafer,i6,comforting,b14,unemployed person,i12,i,65,o,p
e65oa,1680,loafer_comforting_UNEMPLOYED_PERSON_IO3A,loafer,i6,comforting,b14,unemployed person,i12,i,65,o,a
e66be,133,loafer_ESCAPING_priest_IB1E,loafer,i6,escaping,b7,priest,i2,i,66,b,e
e66bp,134,loafer_ESCAPING_priest_IB2P,loafer,i6,escaping,b7,priest,i2,i,66,b,p
e66ba,135,loafer_ESCAPING_priest_IB3A,loafer,i6,escaping,b7,priest,i2,i,66,b,a
e66oe,355,loafer_escaping_PRIEST_IO1E,loafer,i6,escaping,b7,priest,i2,i,66,o,e
e66op,356,loafer_escaping_PRIEST_IO2P,loafer,i6,escaping,b7,priest,i2,i,66,o,p
e66oa,357,loafer_escaping_PRIEST_IO3A,loafer,i6,escaping,b7,priest,i2,i,66,o,a
e66ae,1684,LOAFER_escaping_priest_IA1E,loafer,i6,escaping,b7,priest,i2,i,66,a,e
e66ap,1685,LOAFER_escaping_priest_IA2P,loafer,i6,escaping,b7,priest,i2,i,66,a,p
e66aa,1686,LOAFER_escaping_priest_IA3A,loafer,i6,escaping,b7,priest,i2,i,66,a,a
e67ae,586,LOAFER_ignoring_toddler_IA1E,loafer,i6,ignoring,b32,toddler,i26,i,67,a,e
e67ap,587,LOAFER_ignoring_toddler_IA2P,loafer,i6,ignoring,b32,toddler,i26,i,67,a,p
e67aa,588,LOAFER_ignoring_toddler_IA3A,loafer,i6,ignoring,b32,toddler,i26,i,67,a,a
e67be,808,loafer_IGNORING_toddler_IB1E,loafer,i6,ignoring,b32,toddler,i26,i,67,b,e
e67bp,809,loafer_IGNORING_toddler_IB2P,loafer,i6,ignoring,b32,toddler,i26,i,67,b,p
e67ba,810,loafer_IGNORING_toddler_IB3A,loafer,i6,ignoring,b32,toddler,i26,i,67,b,a
e67oe,1030,loafer_ignoring_TODDLER_IO1E,loafer,i6,ignoring,b32,toddler,i26,i,67,o,e
e67op,1031,loafer_ignoring_TODDLER_IO2P,loafer,i6,ignoring,b32,toddler,i26,i,67,o,p
e67oa,1032,loafer_ignoring_TODDLER_IO3A,loafer,i6,ignoring,b32,toddler,i26,i,67,o,a
e68be,43,lunatic_COACHING_applicant_IB1E,lunatic,i23,coaching,b22,applicant,i37,i,68,b,e
e68bp,44,lunatic_COACHING_applicant_IB2P,lunatic,i23,coaching,b22,applicant,i37,i,68,b,p
e68ba,45,lunatic_COACHING_applicant_IB3A,lunatic,i23,coaching,b22,applicant,i37,i,68,b,a
e68oe,265,lunatic_coaching_APPLICANT_IO1E,lunatic,i23,coaching,b22,applicant,i37,i,68,o,e
e68op,266,lunatic_coaching_APPLICANT_IO2P,lunatic,i23,coaching,b22,applicant,i37,i,68,o,p
e68oa,267,lunatic_coaching_APPLICANT_IO3A,lunatic,i23,coaching,b22,applicant,i37,i,68,o,a
e68ae,1594,LUNATIC_coaching_applicant_IA1E,lunatic,i23,coaching,b22,applicant,i37,i,68,a,e
e68ap,1595,LUNATIC_coaching_applicant_IA2P,lunatic,i23,coaching,b22,applicant,i37,i,68,a,p
e68aa,1596,LUNATIC_coaching_applicant_IA3A,lunatic,i23,coaching,b22,applicant,i37,i,68,a,a
e69ae,1171,LUNATIC_pinching_patient_IA1E,lunatic,i23,pinching,b17,patient,i15,i,69,a,e
e69ap,1172,LUNATIC_pinching_patient_IA2P,lunatic,i23,pinching,b17,patient,i15,i,69,a,p
e69aa,1173,LUNATIC_pinching_patient_IA3A,lunatic,i23,pinching,b17,patient,i15,i,69,a,a
e69be,1393,lunatic_PINCHING_patient_IB1E,lunatic,i23,pinching,b17,patient,i15,i,69,b,e
e69bp,1394,lunatic_PINCHING_patient_IB2P,lunatic,i23,pinching,b17,patient,i15,i,69,b,p
e69ba,1395,lunatic_PINCHING_patient_IB3A,lunatic,i23,pinching,b17,patient,i15,i,69,b,a
e69oe,1615,lunatic_pinching_PATIENT_IO1E,lunatic,i23,pinching,b17,patient,i15,i,69,o,e
e69op,1616,lunatic_pinching_PATIENT_IO2P,lunatic,i23,pinching,b17,patient,i15,i,69,o,p
e69oa,1617,lunatic_pinching_PATIENT_IO3A,lunatic,i23,pinching,b17,patient,i15,i,69,o,a
e70oe,67,murderer_babbling_to_SERIAL_MURDERER_IO1E,murderer,i34,babbling to,b36,serial murderer,i39,i,70,o,e
e70op,68,murderer_babbling_to_SERIAL_MURDERER_IO2P,murderer,i34,babbling to,b36,serial murderer,i39,i,70,o,p
e70oa,69,murderer_babbling_to_SERIAL_MURDERER_IO3A,murderer,i34,babbling to,b36,serial murderer,i39,i,70,o,a
e70ae,1396,MURDERER_babbling_to_serial_murderer_IA1E,murderer,i34,babbling to,b36,serial murderer,i39,i,70,a,e
e70ap,1397,MURDERER_babbling_to_serial_murderer_IA2P,murderer,i34,babbling to,b36,serial murderer,i39,i,70,a,p
e70aa,1398,MURDERER_babbling_to_serial_murderer_IA3A,murderer,i34,babbling to,b36,serial murderer,i39,i,70,a,a
e70be,1618,murderer_BABBLING_TO_serial_murderer_IB1E,murderer,i34,babbling to,b36,serial murderer,i39,i,70,b,e
e70bp,1619,murderer_BABBLING_TO_serial_murderer_IB2P,murderer,i34,babbling to,b36,serial murderer,i39,i,70,b,p
e70ba,1620,murderer_BABBLING_TO_serial_murderer_IB3A,murderer,i34,babbling to,b36,serial murderer,i39,i,70,b,a
e71ae,721,MURDERER_confining_innocent_IA1E,murderer,i34,confining,b20,innocent,i43,i,71,a,e
e71ap,722,MURDERER_confining_innocent_IA2P,murderer,i34,confining,b20,innocent,i43,i,71,a,p
e71aa,723,MURDERER_confining_innocent_IA3A,murderer,i34,confining,b20,innocent,i43,i,71,a,a
e71be,943,murderer_CONFINING_innocent_IB1E,murderer,i34,confining,b20,innocent,i43,i,71,b,e
e71bp,944,murderer_CONFINING_innocent_IB2P,murderer,i34,confining,b20,innocent,i43,i,71,b,p
e71ba,945,murderer_CONFINING_innocent_IB3A,murderer,i34,confining,b20,innocent,i43,i,71,b,a
e71oe,1165,murderer_confining_INNOCENT_IO1E,murderer,i34,confining,b20,innocent,i43,i,71,o,e
e71op,1166,murderer_confining_INNOCENT_IO2P,murderer,i34,confining,b20,innocent,i43,i,71,o,p
e71oa,1167,murderer_confining_INNOCENT_IO3A,murderer,i34,confining,b20,innocent,i43,i,71,o,a
e72ae,280,MURDERER_interrupting_interviewee_IA1E,murderer,i34,interrupting,b13,interviewee,i3,i,72,a,e
e72ap,281,MURDERER_interrupting_interviewee_IA2P,murderer,i34,interrupting,b13,interviewee,i3,i,72,a,p
e72aa,282,MURDERER_interrupting_interviewee_IA3A,murderer,i34,interrupting,b13,interviewee,i3,i,72,a,a
e72be,502,murderer_INTERRUPTING_interviewee_IB1E,murderer,i34,interrupting,b13,interviewee,i3,i,72,b,e
e72bp,503,murderer_INTERRUPTING_interviewee_IB2P,murderer,i34,interrupting,b13,interviewee,i3,i,72,b,p
e72ba,504,murderer_INTERRUPTING_interviewee_IB3A,murderer,i34,interrupting,b13,interviewee,i3,i,72,b,a
e72oe,724,murderer_interrupting_INTERVIEWEE_IO1E,murderer,i34,interrupting,b13,interviewee,i3,i,72,o,e
e72op,725,murderer_interrupting_INTERVIEWEE_IO2P,murderer,i34,interrupting,b13,interviewee,i3,i,72,o,p
e72oa,726,murderer_interrupting_INTERVIEWEE_IO3A,murderer,i34,interrupting,b13,interviewee,i3,i,72,o,a
e73ae,64,MURDERER_monitoring_divorcé_IA1E,murderer,i34,monitoring,b25,divorcé,i16,i,73,a,e
e73ap,65,MURDERER_monitoring_divorcé_IA2P,murderer,i34,monitoring,b25,divorcé,i16,i,73,a,p
e73aa,66,MURDERER_monitoring_divorcé_IA3A,murderer,i34,monitoring,b25,divorcé,i16,i,73,a,a
e73be,286,murderer_MONITORING_divorcé_IB1E,murderer,i34,monitoring,b25,divorcé,i16,i,73,b,e
e73bp,287,murderer_MONITORING_divorcé_IB2P,murderer,i34,monitoring,b25,divorcé,i16,i,73,b,p
e73ba,288,murderer_MONITORING_divorcé_IB3A,murderer,i34,monitoring,b25,divorcé,i16,i,73,b,a
e73oe,508,murderer_monitoring_DIVORCÉ_IO1E,murderer,i34,monitoring,b25,divorcé,i16,i,73,o,e
e73op,509,murderer_monitoring_DIVORCÉ_IO2P,murderer,i34,monitoring,b25,divorcé,i16,i,73,o,p
e73oa,510,murderer_monitoring_DIVORCÉ_IO3A,murderer,i34,monitoring,b25,divorcé,i16,i,73,o,a
e74oe,49,murderer_obeying_SERIAL_MURDERER_IO1E,murderer,i34,obeying,b30,serial murderer,i39,i,74,o,e
e74op,50,murderer_obeying_SERIAL_MURDERER_IO2P,murderer,i34,obeying,b30,serial murderer,i39,i,74,o,p
e74oa,51,murderer_obeying_SERIAL_MURDERER_IO3A,murderer,i34,obeying,b30,serial murderer,i39,i,74,o,a
e74ae,1378,MURDERER_obeying_serial_murderer_IA1E,murderer,i34,obeying,b30,serial murderer,i39,i,74,a,e
e74ap,1379,MURDERER_obeying_serial_murderer_IA2P,murderer,i34,obeying,b30,serial murderer,i39,i,74,a,p
e74aa,1380,MURDERER_obeying_serial_murderer_IA3A,murderer,i34,obeying,b30,serial murderer,i39,i,74,a,a
e74be,1600,murderer_OBEYING_serial_murderer_IB1E,murderer,i34,obeying,b30,serial murderer,i39,i,74,b,e
e74bp,1601,murderer_OBEYING_serial_murderer_IB2P,murderer,i34,obeying,b30,serial murderer,i39,i,74,b,p
e74ba,1602,murderer_OBEYING_serial_murderer_IB3A,murderer,i34,obeying,b30,serial murderer,i39,i,74,b,a
e75ae,712,MURDERER_surprising_chatterbox_IA1E,murderer,i34,surprising,b10,chatterbox,i5,i,75,a,e
e75ap,713,MURDERER_surprising_chatterbox_IA2P,murderer,i34,surprising,b10,chatterbox,i5,i,75,a,p
e75aa,714,MURDERER_surprising_chatterbox_IA3A,murderer,i34,surprising,b10,chatterbox,i5,i,75,a,a
e75be,934,murderer_SURPRISING_chatterbox_IB1E,murderer,i34,surprising,b10,chatterbox,i5,i,75,b,e
e75bp,935,murderer_SURPRISING_chatterbox_IB2P,murderer,i34,surprising,b10,chatterbox,i5,i,75,b,p
e75ba,936,murderer_SURPRISING_chatterbox_IB3A,murderer,i34,surprising,b10,chatterbox,i5,i,75,b,a
e75oe,1156,murderer_surprising_CHATTERBOX_IO1E,murderer,i34,surprising,b10,chatterbox,i5,i,75,o,e
e75op,1157,murderer_surprising_CHATTERBOX_IO2P,murderer,i34,surprising,b10,chatterbox,i5,i,75,o,p
e75oa,1158,murderer_surprising_CHATTERBOX_IO3A,murderer,i34,surprising,b10,chatterbox,i5,i,75,o,a
e76ae,262,MURDERER_waiting_on_patient_IA1E,murderer,i34,waiting on,b35,patient,i15,i,76,a,e
e76ap,263,MURDERER_waiting_on_patient_IA2P,murderer,i34,waiting on,b35,patient,i15,i,76,a,p
e76aa,264,MURDERER_waiting_on_patient_IA3A,murderer,i34,waiting on,b35,patient,i15,i,76,a,a
e76be,484,murderer_WAITING_ON_patient_IB1E,murderer,i34,waiting on,b35,patient,i15,i,76,b,e
e76bp,485,murderer_WAITING_ON_patient_IB2P,murderer,i34,waiting on,b35,patient,i15,i,76,b,p
e76ba,486,murderer_WAITING_ON_patient_IB3A,murderer,i34,waiting on,b35,patient,i15,i,76,b,a
e76oe,706,murderer_waiting_on_PATIENT_IO1E,murderer,i34,waiting on,b35,patient,i15,i,76,o,e
e76op,707,murderer_waiting_on_PATIENT_IO2P,murderer,i34,waiting on,b35,patient,i15,i,76,o,p
e76oa,708,murderer_waiting_on_PATIENT_IO3A,murderer,i34,waiting on,b35,patient,i15,i,76,o,a
e77ae,901,OLD_TIMER_laughing_with_executioner_IA1E,old timer,i9,laughing with,b6,executioner,i28,i,77,a,e
e77ap,902,OLD_TIMER_laughing_with_executioner_IA2P,old timer,i9,laughing with,b6,executioner,i28,i,77,a,p
e77aa,903,OLD_TIMER_laughing_with_executioner_IA3A,old timer,i9,laughing with,b6,executioner,i28,i,77,a,a
e77be,1123,old_timer_LAUGHING_WITH_executioner_IB1E,old timer,i9,laughing with,b6,executioner,i28,i,77,b,e
e77bp,1124,old_timer_LAUGHING_WITH_executioner_IB2P,old timer,i9,laughing with,b6,executioner,i28,i,77,b,p
e77ba,1125,old_timer_LAUGHING_WITH_executioner_IB3A,old timer,i9,laughing with,b6,executioner,i28,i,77,b,a
e77oe,1345,old_timer_laughing_with_EXECUTIONER_IO1E,old timer,i9,laughing with,b6,executioner,i28,i,77,o,e
e77op,1346,old_timer_laughing_with_EXECUTIONER_IO2P,old timer,i9,laughing with,b6,executioner,i28,i,77,o,p
e77oa,1347,old_timer_laughing_with_EXECUTIONER_IO3A,old timer,i9,laughing with,b6,executioner,i28,i,77,o,a
e78oe,94,outlaw_ignoring_GUNMAN_IO1E,outlaw,i4,ignoring,b32,gunman,i38,i,78,o,e
e78op,95,outlaw_ignoring_GUNMAN_IO2P,outlaw,i4,ignoring,b32,gunman,i38,i,78,o,p
e78oa,96,outlaw_ignoring_GUNMAN_IO3A,outlaw,i4,ignoring,b32,gunman,i38,i,78,o,a
e78ae,1423,OUTLAW_ignoring_gunman_IA1E,outlaw,i4,ignoring,b32,gunman,i38,i,78,a,e
e78ap,1424,OUTLAW_ignoring_gunman_IA2P,outlaw,i4,ignoring,b32,gunman,i38,i,78,a,p
e78aa,1425,OUTLAW_ignoring_gunman_IA3A,outlaw,i4,ignoring,b32,gunman,i38,i,78,a,a
e78be,1645,outlaw_IGNORING_gunman_IB1E,outlaw,i4,ignoring,b32,gunman,i38,i,78,b,e
e78bp,1646,outlaw_IGNORING_gunman_IB2P,outlaw,i4,ignoring,b32,gunman,i38,i,78,b,p
e78ba,1647,outlaw_IGNORING_gunman_IB3A,outlaw,i4,ignoring,b32,gunman,i38,i,78,b,a
e79ae,73,OUTLAW_slugging_bully_IA1E,outlaw,i4,slugging,b16,bully,i27,i,79,a,e
e79ap,74,OUTLAW_slugging_bully_IA2P,outlaw,i4,slugging,b16,bully,i27,i,79,a,p
e79aa,75,OUTLAW_slugging_bully_IA3A,outlaw,i4,slugging,b16,bully,i27,i,79,a,a
e79be,295,outlaw_SLUGGING_bully_IB1E,outlaw,i4,slugging,b16,bully,i27,i,79,b,e
